timestamp,time_sec,q_pkw_A_D,q_lkw_A_D,q_kfz_A_D,q_pkw_A_E,q_lkw_A_E,q_kfz_A_E,q_pkw_F_E,q_lkw_F_E,q_kfz_F_E
2025-09-16 00:00:00,0,60.0,12.0,72.0,168.0,24.0,192.0,24.0,12.0,36.0
2025-09-16 00:05:00,300,24.0,0.0,24.0,192.0,24.0,216.0,36.0,0.0,36.0
2025-09-16 00:10:00,600,36.0,0.0,36.0,144.0,36.0,180.0,24.0,24.0,48.0
2025-09-16 00:15:00,900,60.0,0.0,60.0,132.0,108.0,240.0,0.0,0.0,0.0
2025-09-16 00:20:00,1200,36.0,0.0,36.0,144.0,60.0,204.0,12.0,0.0,12.0
2025-09-16 00:25:00,1500,48.0,0.0,48.0,144.0,60.0,204.0,24.0,12.0,36.0
2025-09-16 00:30:00,1800,24.0,12.0,36.0,168.0,60.0,228.0,0.0,0.0,0.0
2025-09-16 00:35:00,2100,24.0,12.0,36.0,132.0,60.0,192.0,36.0,0.0,36.0
2025-09-16 00:40:00,2400,12.0,0.0,12.0,144.0,24.0,168.0,12.0,36.0,48.0
2025-09-16 00:45:00,2700,72.0,0.0,72.0,156.0,48.0,204.0,12.0,0.0,12.0
2025-09-16 00:50:00,3000,0.0,0.0,0.0,132.0,96.0,228.0,24.0,12.0,36.0
2025-09-16 00:55:00,3300,24.0,0.0,24.0,48.0,36.0,84.0,0.0,0.0,0.0
2025-09-16 01:00:00,3600,12.0,0.0,12.0,96.0,60.0,156.0,12.0,0.0,12.0
2025-09-16 01:05:00,3900,0.0,0.0,0.0,168.0,24.0,192.0,12.0,12.0,24.0
2025-09-16 01:10:00,4200,36.0,0.0,36.0,120.0,84.0,204.0,12.0,12.0,24.0
2025-09-16 01:15:00,4500,12.0,0.0,12.0,72.0,24.0,96.0,0.0,0.0,0.0
2025-09-16 01:20:00,4800,0.0,0.0,0.0,132.0,72.0,204.0,12.0,12.0,24.0
2025-09-16 01:25:00,5100,0.0,0.0,0.0,48.0,36.0,84.0,12.0,0.0,12.0
2025-09-16 01:30:00,5400,24.0,0.0,24.0,72.0,36.0,108.0,48.0,12.0,60.0
2025-09-16 01:35:00,5700,24.0,0.0,24.0,132.0,60.0,192.0,12.0,12.0,24.0
2025-09-16 01:40:00,6000,12.0,0.0,12.0,84.0,60.0,144.0,0.0,0.0,0.0
2025-09-16 01:45:00,6300,0.0,0.0,0.0,72.0,84.0,156.0,0.0,0.0,0.0
2025-09-16 01:50:00,6600,12.0,12.0,24.0,84.0,24.0,108.0,12.0,36.0,48.0
2025-09-16 01:55:00,6900,0.0,0.0,0.0,96.0,84.0,180.0,24.0,12.0,36.0
2025-09-16 02:00:00,7200,0.0,0.0,0.0,108.0,60.0,168.0,72.0,0.0,72.0
2025-09-16 02:05:00,7500,0.0,0.0,0.0,120.0,60.0,180.0,0.0,0.0,0.0
2025-09-16 02:10:00,7800,0.0,0.0,0.0,120.0,12.0,132.0,0.0,24.0,24.0
2025-09-16 02:15:00,8100,12.0,0.0,12.0,72.0,24.0,96.0,24.0,48.0,72.0
2025-09-16 02:20:00,8400,12.0,0.0,12.0,12.0,60.0,72.0,12.0,12.0,24.0
2025-09-16 02:25:00,8700,12.0,12.0,24.0,72.0,72.0,144.0,60.0,36.0,96.0
2025-09-16 02:30:00,9000,0.0,0.0,0.0,48.0,48.0,96.0,24.0,60.0,84.0
2025-09-16 02:35:00,9300,12.0,0.0,12.0,48.0,108.0,156.0,12.0,36.0,48.0
2025-09-16 02:40:00,9600,12.0,0.0,12.0,96.0,48.0,144.0,24.0,12.0,36.0
2025-09-16 02:45:00,9900,0.0,0.0,0.0,96.0,108.0,204.0,12.0,12.0,24.0
2025-09-16 02:50:00,10200,0.0,0.0,0.0,108.0,36.0,144.0,36.0,24.0,60.0
2025-09-16 02:55:00,10500,24.0,0.0,24.0,108.0,72.0,180.0,24.0,0.0,24.0
2025-09-16 03:00:00,10800,0.0,0.0,0.0,72.0,48.0,120.0,24.0,24.0,48.0
2025-09-16 03:05:00,11100,0.0,0.0,0.0,72.0,72.0,144.0,48.0,0.0,48.0
2025-09-16 03:10:00,11400,12.0,0.0,12.0,108.0,60.0,168.0,24.0,24.0,48.0
2025-09-16 03:15:00,11700,0.0,0.0,0.0,60.0,48.0,108.0,36.0,48.0,84.0
2025-09-16 03:20:00,12000,24.0,0.0,24.0,48.0,120.0,168.0,36.0,0.0,36.0
2025-09-16 03:25:00,12300,0.0,12.0,12.0,96.0,108.0,204.0,24.0,12.0,36.0
2025-09-16 03:30:00,12600,12.0,0.0,12.0,84.0,120.0,204.0,48.0,48.0,96.0
2025-09-16 03:35:00,12900,12.0,12.0,24.0,96.0,96.0,192.0,24.0,0.0,24.0
2025-09-16 03:40:00,13200,24.0,12.0,36.0,144.0,96.0,240.0,48.0,12.0,60.0
2025-09-16 03:45:00,13500,12.0,0.0,12.0,132.0,72.0,204.0,36.0,0.0,36.0
2025-09-16 03:50:00,13800,0.0,0.0,0.0,120.0,84.0,204.0,12.0,12.0,24.0
2025-09-16 03:55:00,14100,48.0,0.0,48.0,96.0,120.0,216.0,24.0,36.0,60.0
2025-09-16 04:00:00,14400,0.0,0.0,0.0,84.0,120.0,204.0,12.0,36.0,48.0
2025-09-16 04:05:00,14700,12.0,12.0,24.0,168.0,132.0,300.0,24.0,24.0,48.0
2025-09-16 04:10:00,15000,0.0,0.0,0.0,108.0,48.0,156.0,0.0,48.0,48.0
2025-09-16 04:15:00,15300,12.0,0.0,12.0,84.0,144.0,228.0,60.0,0.0,60.0
2025-09-16 04:20:00,15600,12.0,0.0,12.0,108.0,132.0,240.0,24.0,12.0,36.0
2025-09-16 04:25:00,15900,24.0,0.0,24.0,60.0,84.0,144.0,48.0,12.0,60.0
2025-09-16 04:30:00,16200,48.0,12.0,60.0,120.0,120.0,240.0,12.0,36.0,48.0
2025-09-16 04:35:00,16500,24.0,0.0,24.0,108.0,120.0,228.0,48.0,12.0,60.0
2025-09-16 04:40:00,16800,48.0,0.0,48.0,144.0,96.0,240.0,72.0,36.0,108.0
2025-09-16 04:45:00,17100,84.0,12.0,96.0,168.0,48.0,216.0,60.0,0.0,60.0
2025-09-16 04:50:00,17400,48.0,0.0,48.0,192.0,120.0,312.0,144.0,36.0,180.0
2025-09-16 04:55:00,17700,60.0,0.0,60.0,204.0,96.0,300.0,24.0,12.0,36.0
2025-09-16 05:00:00,18000,24.0,24.0,48.0,228.0,84.0,312.0,96.0,36.0,132.0
2025-09-16 05:05:00,18300,36.0,0.0,36.0,168.0,108.0,276.0,144.0,0.0,144.0
2025-09-16 05:10:00,18600,60.0,12.0,72.0,300.0,144.0,444.0,96.0,0.0,96.0
2025-09-16 05:15:00,18900,48.0,0.0,48.0,288.0,168.0,456.0,192.0,24.0,216.0
2025-09-16 05:20:00,19200,60.0,0.0,60.0,312.0,192.0,504.0,180.0,84.0,264.0
2025-09-16 05:25:00,19500,96.0,24.0,120.0,372.0,168.0,540.0,132.0,0.0,132.0
2025-09-16 05:30:00,19800,60.0,0.0,60.0,396.0,204.0,600.0,228.0,36.0,264.0
2025-09-16 05:35:00,20100,120.0,0.0,120.0,444.0,96.0,540.0,192.0,24.0,216.0
2025-09-16 05:40:00,20400,132.0,0.0,132.0,408.0,144.0,552.0,168.0,12.0,180.0
2025-09-16 05:45:00,20700,120.0,0.0,120.0,420.0,204.0,624.0,216.0,72.0,288.0
2025-09-16 05:50:00,21000,120.0,0.0,120.0,456.0,240.0,696.0,240.0,60.0,300.0
2025-09-16 05:55:00,21300,132.0,0.0,132.0,468.0,204.0,672.0,132.0,24.0,156.0
2025-09-16 06:00:00,21600,132.0,12.0,144.0,336.0,156.0,492.0,288.0,96.0,384.0
2025-09-16 06:05:00,21900,168.0,0.0,168.0,552.0,156.0,708.0,240.0,36.0,276.0
2025-09-16 06:10:00,22200,132.0,0.0,132.0,588.0,108.0,696.0,348.0,36.0,384.0
2025-09-16 06:15:00,22500,192.0,36.0,228.0,612.0,156.0,768.0,252.0,12.0,264.0
2025-09-16 06:20:00,22800,180.0,0.0,180.0,720.0,108.0,828.0,396.0,36.0,432.0
2025-09-16 06:25:00,23100,192.0,24.0,216.0,876.0,156.0,1032.0,384.0,60.0,444.0
2025-09-16 06:30:00,23400,192.0,36.0,228.0,768.0,300.0,1068.0,372.0,12.0,384.0
2025-09-16 06:35:00,23700,420.0,24.0,444.0,924.0,204.0,1128.0,312.0,60.0,372.0
2025-09-16 06:40:00,24000,336.0,48.0,384.0,948.0,252.0,1200.0,516.0,60.0,576.0
2025-09-16 06:45:00,24300,528.0,24.0,552.0,828.0,180.0,1008.0,564.0,48.0,612.0
2025-09-16 06:50:00,24600,348.0,0.0,348.0,1008.0,300.0,1308.0,516.0,72.0,588.0
2025-09-16 06:55:00,24900,348.0,12.0,360.0,1152.0,252.0,1404.0,564.0,72.0,636.0
2025-09-16 07:00:00,25200,456.0,24.0,480.0,1344.0,216.0,1560.0,660.0,24.0,684.0
2025-09-16 07:05:00,25500,432.0,0.0,432.0,1068.0,192.0,1260.0,528.0,36.0,564.0
2025-09-16 07:10:00,25800,348.0,24.0,372.0,1332.0,144.0,1476.0,420.0,60.0,480.0
2025-09-16 07:15:00,26100,480.0,24.0,504.0,1356.0,264.0,1620.0,492.0,36.0,528.0
2025-09-16 07:20:00,26400,468.0,36.0,504.0,1260.0,240.0,1500.0,648.0,48.0,696.0
2025-09-16 07:25:00,26700,528.0,12.0,540.0,1320.0,240.0,1560.0,552.0,180.0,732.0
2025-09-16 07:30:00,27000,612.0,48.0,660.0,1488.0,396.0,1884.0,636.0,144.0,780.0
2025-09-16 07:35:00,27300,516.0,12.0,528.0,1260.0,288.0,1548.0,552.0,72.0,624.0
2025-09-16 07:40:00,27600,552.0,36.0,588.0,1452.0,360.0,1812.0,564.0,60.0,624.0
2025-09-16 07:45:00,27900,648.0,36.0,684.0,1308.0,252.0,1560.0,636.0,0.0,636.0
2025-09-16 07:50:00,28200,540.0,48.0,588.0,1608.0,252.0,1860.0,552.0,72.0,624.0
2025-09-16 07:55:00,28500,468.0,12.0,480.0,1260.0,348.0,1608.0,744.0,132.0,876.0
2025-09-16 08:00:00,28800,480.0,36.0,516.0,1500.0,192.0,1692.0,600.0,132.0,732.0
2025-09-16 08:05:00,29100,456.0,36.0,492.0,1524.0,384.0,1908.0,612.0,72.0,684.0
2025-09-16 08:10:00,29400,540.0,12.0,552.0,1572.0,372.0,1944.0,648.0,108.0,756.0
2025-09-16 08:15:00,29700,516.0,48.0,564.0,1620.0,240.0,1860.0,516.0,84.0,600.0
2025-09-16 08:20:00,30000,312.0,24.0,336.0,1656.0,264.0,1920.0,468.0,96.0,564.0
2025-09-16 08:25:00,30300,396.0,36.0,432.0,1572.0,300.0,1872.0,564.0,72.0,636.0
2025-09-16 08:30:00,30600,336.0,36.0,372.0,2016.0,420.0,2436.0,528.0,60.0,588.0
2025-09-16 08:35:00,30900,336.0,36.0,372.0,1716.0,336.0,2052.0,444.0,72.0,516.0
