timestamp,time_sec,q_pkw_A_D,q_lkw_A_D,q_kfz_A_D,q_pkw_A_E,q_lkw_A_E,q_kfz_A_E,q_pkw_F_E,q_lkw_F_E,q_kfz_F_E
2025-10-15 00:00:00,0,12.0,0.0,12.0,168.0,48.0,216.0,24.0,0.0,24.0
2025-10-15 00:05:00,300,24.0,0.0,24.0,144.0,24.0,168.0,24.0,0.0,24.0
2025-10-15 00:10:00,600,0.0,0.0,0.0,144.0,48.0,192.0,12.0,12.0,24.0
2025-10-15 00:15:00,900,12.0,0.0,12.0,288.0,60.0,348.0,36.0,0.0,36.0
2025-10-15 00:20:00,1200,48.0,12.0,60.0,252.0,48.0,300.0,24.0,0.0,24.0
2025-10-15 00:25:00,1500,96.0,0.0,96.0,84.0,36.0,120.0,12.0,0.0,12.0
2025-10-15 00:30:00,1800,24.0,0.0,24.0,216.0,96.0,312.0,0.0,0.0,0.0
2025-10-15 00:35:00,2100,0.0,0.0,0.0,144.0,60.0,204.0,12.0,0.0,12.0
2025-10-15 00:40:00,2400,36.0,12.0,48.0,120.0,72.0,192.0,24.0,0.0,24.0
2025-10-15 00:45:00,2700,24.0,0.0,24.0,180.0,48.0,228.0,0.0,0.0,0.0
2025-10-15 00:50:00,3000,12.0,0.0,12.0,144.0,60.0,204.0,36.0,24.0,60.0
2025-10-15 00:55:00,3300,24.0,0.0,24.0,120.0,48.0,168.0,12.0,0.0,12.0
2025-10-15 01:00:00,3600,0.0,0.0,0.0,132.0,48.0,180.0,24.0,0.0,24.0
2025-10-15 01:05:00,3900,0.0,0.0,0.0,132.0,84.0,216.0,12.0,12.0,24.0
2025-10-15 01:10:00,4200,24.0,0.0,24.0,108.0,36.0,144.0,12.0,12.0,24.0
2025-10-15 01:15:00,4500,0.0,0.0,0.0,48.0,48.0,96.0,12.0,0.0,12.0
2025-10-15 01:20:00,4800,12.0,0.0,12.0,84.0,96.0,180.0,24.0,12.0,36.0
2025-10-15 01:25:00,5100,0.0,0.0,0.0,96.0,36.0,132.0,36.0,0.0,36.0
2025-10-15 01:30:00,5400,0.0,0.0,0.0,132.0,48.0,180.0,12.0,24.0,36.0
2025-10-15 01:35:00,5700,0.0,0.0,0.0,48.0,60.0,108.0,24.0,12.0,36.0
2025-10-15 01:40:00,6000,12.0,0.0,12.0,132.0,72.0,204.0,48.0,12.0,60.0
2025-10-15 01:45:00,6300,0.0,0.0,0.0,60.0,96.0,156.0,0.0,12.0,12.0
2025-10-15 01:50:00,6600,24.0,0.0,24.0,36.0,48.0,84.0,0.0,0.0,0.0
2025-10-15 01:55:00,6900,0.0,0.0,0.0,72.0,48.0,120.0,12.0,0.0,12.0
2025-10-15 02:00:00,7200,0.0,0.0,0.0,60.0,84.0,144.0,24.0,12.0,36.0
2025-10-15 02:05:00,7500,0.0,0.0,0.0,108.0,48.0,156.0,0.0,12.0,12.0
2025-10-15 02:10:00,7800,0.0,0.0,0.0,60.0,72.0,132.0,12.0,12.0,24.0
2025-10-15 02:15:00,8100,12.0,0.0,12.0,84.0,72.0,156.0,0.0,24.0,24.0
2025-10-15 02:20:00,8400,36.0,0.0,36.0,36.0,48.0,84.0,12.0,0.0,12.0
2025-10-15 02:25:00,8700,12.0,0.0,12.0,60.0,84.0,144.0,0.0,12.0,12.0
2025-10-15 02:30:00,9000,12.0,0.0,12.0,72.0,24.0,96.0,12.0,0.0,12.0
2025-10-15 02:35:00,9300,0.0,0.0,0.0,72.0,84.0,156.0,0.0,24.0,24.0
2025-10-15 02:40:00,9600,0.0,0.0,0.0,84.0,84.0,168.0,0.0,12.0,12.0
2025-10-15 02:45:00,9900,24.0,0.0,24.0,108.0,96.0,204.0,24.0,12.0,36.0
2025-10-15 02:50:00,10200,12.0,0.0,12.0,84.0,96.0,180.0,0.0,24.0,24.0
2025-10-15 02:55:00,10500,0.0,12.0,12.0,72.0,96.0,168.0,0.0,0.0,0.0
2025-10-15 03:00:00,10800,0.0,0.0,0.0,72.0,48.0,120.0,0.0,24.0,24.0
2025-10-15 03:05:00,11100,0.0,0.0,0.0,72.0,72.0,144.0,12.0,12.0,24.0
2025-10-15 03:10:00,11400,12.0,0.0,12.0,84.0,120.0,204.0,24.0,0.0,24.0
2025-10-15 03:15:00,11700,12.0,0.0,12.0,48.0,144.0,192.0,12.0,24.0,36.0
2025-10-15 03:20:00,12000,12.0,0.0,12.0,72.0,132.0,204.0,12.0,24.0,36.0
2025-10-15 03:25:00,12300,0.0,0.0,0.0,48.0,60.0,108.0,36.0,24.0,60.0
2025-10-15 03:30:00,12600,24.0,12.0,36.0,96.0,96.0,192.0,24.0,48.0,72.0
2025-10-15 03:35:00,12900,0.0,0.0,0.0,84.0,96.0,180.0,0.0,12.0,12.0
2025-10-15 03:40:00,13200,0.0,0.0,0.0,108.0,96.0,204.0,12.0,0.0,12.0
2025-10-15 03:45:00,13500,0.0,0.0,0.0,96.0,72.0,168.0,12.0,12.0,24.0
2025-10-15 03:50:00,13800,24.0,0.0,24.0,60.0,240.0,300.0,48.0,0.0,48.0
2025-10-15 03:55:00,14100,0.0,12.0,12.0,108.0,156.0,264.0,0.0,12.0,12.0
2025-10-15 04:00:00,14400,36.0,0.0,36.0,60.0,156.0,216.0,12.0,12.0,24.0
2025-10-15 04:05:00,14700,24.0,0.0,24.0,60.0,96.0,156.0,24.0,36.0,60.0
2025-10-15 04:10:00,15000,24.0,0.0,24.0,108.0,108.0,216.0,48.0,12.0,60.0
2025-10-15 04:15:00,15300,0.0,12.0,12.0,180.0,84.0,264.0,60.0,12.0,72.0
2025-10-15 04:20:00,15600,12.0,12.0,24.0,96.0,132.0,228.0,24.0,24.0,48.0
2025-10-15 04:25:00,15900,12.0,0.0,12.0,96.0,144.0,240.0,36.0,12.0,48.0
2025-10-15 04:30:00,16200,36.0,0.0,36.0,144.0,132.0,276.0,60.0,36.0,96.0
2025-10-15 04:35:00,16500,24.0,0.0,24.0,108.0,84.0,192.0,96.0,24.0,120.0
2025-10-15 04:40:00,16800,24.0,0.0,24.0,192.0,120.0,312.0,72.0,36.0,108.0
2025-10-15 04:45:00,17100,96.0,0.0,96.0,60.0,132.0,192.0,36.0,24.0,60.0
2025-10-15 04:50:00,17400,36.0,12.0,48.0,108.0,240.0,348.0,96.0,12.0,108.0
2025-10-15 04:55:00,17700,72.0,12.0,84.0,144.0,120.0,264.0,60.0,36.0,96.0
2025-10-15 05:00:00,18000,24.0,0.0,24.0,168.0,192.0,360.0,48.0,12.0,60.0
2025-10-15 05:05:00,18300,60.0,0.0,60.0,144.0,120.0,264.0,48.0,12.0,60.0
2025-10-15 05:10:00,18600,84.0,0.0,84.0,300.0,144.0,444.0,144.0,24.0,168.0
2025-10-15 05:15:00,18900,48.0,12.0,60.0,228.0,228.0,456.0,156.0,24.0,180.0
2025-10-15 05:20:00,19200,24.0,0.0,24.0,264.0,204.0,468.0,132.0,24.0,156.0
2025-10-15 05:25:00,19500,72.0,0.0,72.0,336.0,192.0,528.0,216.0,36.0,252.0
2025-10-15 05:30:00,19800,60.0,12.0,72.0,288.0,192.0,480.0,192.0,24.0,216.0
2025-10-15 05:35:00,20100,96.0,0.0,96.0,372.0,84.0,456.0,132.0,0.0,132.0
2025-10-15 05:40:00,20400,60.0,0.0,60.0,360.0,192.0,552.0,168.0,48.0,216.0
2025-10-15 05:45:00,20700,120.0,0.0,120.0,456.0,180.0,636.0,168.0,24.0,192.0
2025-10-15 05:50:00,21000,84.0,12.0,96.0,468.0,120.0,588.0,180.0,0.0,180.0
2025-10-15 05:55:00,21300,132.0,12.0,144.0,456.0,228.0,684.0,204.0,36.0,240.0
2025-10-15 06:00:00,21600,84.0,12.0,96.0,360.0,204.0,564.0,264.0,12.0,276.0
2025-10-15 06:05:00,21900,132.0,0.0,132.0,468.0,156.0,624.0,228.0,24.0,252.0
2025-10-15 06:10:00,22200,228.0,0.0,228.0,636.0,264.0,900.0,360.0,84.0,444.0
2025-10-15 06:15:00,22500,156.0,24.0,180.0,588.0,228.0,816.0,492.0,60.0,552.0
2025-10-15 06:20:00,22800,216.0,12.0,228.0,732.0,216.0,948.0,456.0,36.0,492.0
2025-10-15 06:25:00,23100,216.0,12.0,228.0,732.0,228.0,960.0,348.0,36.0,384.0
2025-10-15 06:30:00,23400,324.0,12.0,336.0,936.0,192.0,1128.0,456.0,60.0,516.0
2025-10-15 06:35:00,23700,264.0,12.0,276.0,1056.0,264.0,1320.0,420.0,36.0,456.0
2025-10-15 06:40:00,24000,540.0,24.0,564.0,1020.0,300.0,1320.0,528.0,24.0,552.0
2025-10-15 06:45:00,24300,384.0,24.0,408.0,1044.0,240.0,1284.0,396.0,24.0,420.0
2025-10-15 06:50:00,24600,276.0,12.0,288.0,1212.0,288.0,1500.0,636.0,60.0,696.0
2025-10-15 06:55:00,24900,420.0,12.0,432.0,1056.0,312.0,1368.0,528.0,36.0,564.0
2025-10-15 07:00:00,25200,336.0,60.0,396.0,996.0,300.0,1296.0,672.0,48.0,720.0
2025-10-15 07:05:00,25500,372.0,12.0,384.0,1164.0,264.0,1428.0,312.0,12.0,324.0
2025-10-15 07:10:00,25800,396.0,96.0,492.0,1284.0,288.0,1572.0,624.0,36.0,660.0
2025-10-15 07:15:00,26100,504.0,12.0,516.0,1596.0,276.0,1872.0,552.0,12.0,564.0
2025-10-15 07:20:00,26400,396.0,12.0,408.0,1092.0,348.0,1440.0,492.0,84.0,576.0
2025-10-15 07:25:00,26700,372.0,36.0,408.0,1128.0,312.0,1440.0,588.0,24.0,612.0
2025-10-15 07:30:00,27000,336.0,48.0,384.0,1116.0,312.0,1428.0,516.0,60.0,576.0
2025-10-15 07:35:00,27300,444.0,24.0,468.0,1332.0,324.0,1656.0,720.0,60.0,780.0
2025-10-15 07:40:00,27600,804.0,36.0,840.0,1404.0,324.0,1728.0,636.0,48.0,684.0
2025-10-15 07:45:00,27900,768.0,36.0,804.0,1560.0,264.0,1824.0,504.0,48.0,552.0
2025-10-15 07:50:00,28200,588.0,12.0,600.0,1608.0,288.0,1896.0,540.0,48.0,588.0
2025-10-15 07:55:00,28500,516.0,60.0,576.0,1512.0,204.0,1716.0,372.0,60.0,432.0
2025-10-15 08:00:00,28800,612.0,36.0,648.0,1704.0,204.0,1908.0,516.0,72.0,588.0
2025-10-15 08:05:00,29100,552.0,108.0,660.0,1788.0,252.0,2040.0,396.0,36.0,432.0
2025-10-15 08:10:00,29400,372.0,48.0,420.0,1860.0,384.0,2244.0,480.0,72.0,552.0
2025-10-15 08:15:00,29700,600.0,48.0,648.0,1884.0,312.0,2196.0,624.0,96.0,720.0
2025-10-15 08:20:00,30000,576.0,48.0,624.0,2328.0,324.0,2652.0,660.0,72.0,732.0
2025-10-15 08:25:00,30300,540.0,84.0,624.0,1980.0,264.0,2244.0,480.0,168.0,648.0
2025-10-15 08:30:00,30600,348.0,36.0,384.0,2028.0,384.0,2412.0,540.0,108.0,648.0
2025-10-15 08:35:00,30900,384.0,84.0,468.0,2436.0,336.0,2772.0,540.0,120.0,660.0
2025-10-15 08:40:00,31200,372.0,24.0,396.0,2088.0,300.0,2388.0,576.0,96.0,672.0
2025-10-15 08:45:00,31500,228.0,48.0,276.0,2304.0,240.0,2544.0,564.0,72.0,636.0
2025-10-15 08:50:00,31800,312.0,36.0,348.0,1908.0,372.0,2280.0,660.0,84.0,744.0
2025-10-15 08:55:00,32100,204.0,72.0,276.0,2148.0,384.0,2532.0,492.0,24.0,516.0
2025-10-15 09:00:00,32400,204.0,60.0,264.0,1956.0,456.0,2412.0,324.0,12.0,336.0
2025-10-15 09:05:00,32700,156.0,36.0,192.0,1692.0,468.0,2160.0,336.0,84.0,420.0
2025-10-15 09:10:00,33000,132.0,24.0,156.0,1572.0,276.0,1848.0,336.0,72.0,408.0
2025-10-15 09:15:00,33300,252.0,36.0,288.0,1584.0,180.0,1764.0,372.0,48.0,420.0
2025-10-15 09:20:00,33600,204.0,36.0,240.0,1524.0,216.0,1740.0,432.0,24.0,456.0
2025-10-15 09:25:00,33900,216.0,12.0,228.0,1368.0,252.0,1620.0,384.0,36.0,420.0
2025-10-15 09:30:00,34200,156.0,24.0,180.0,1284.0,252.0,1536.0,492.0,72.0,564.0
2025-10-15 09:35:00,34500,192.0,24.0,216.0,1344.0,384.0,1728.0,432.0,120.0,552.0
2025-10-15 09:40:00,34800,144.0,60.0,204.0,1596.0,396.0,1992.0,504.0,48.0,552.0
2025-10-15 09:45:00,35100,96.0,48.0,144.0,1668.0,492.0,2160.0,336.0,72.0,408.0
2025-10-15 09:50:00,35400,132.0,24.0,156.0,1800.0,480.0,2280.0,444.0,84.0,528.0
2025-10-15 09:55:00,35700,108.0,36.0,144.0,1908.0,564.0,2472.0,372.0,60.0,432.0
2025-10-15 10:00:00,36000,252.0,36.0,288.0,1752.0,444.0,2196.0,420.0,84.0,504.0
2025-10-15 10:05:00,36300,252.0,24.0,276.0,1692.0,528.0,2220.0,348.0,72.0,420.0
2025-10-15 10:10:00,36600,216.0,48.0,264.0,1728.0,444.0,2172.0,336.0,96.0,432.0
2025-10-15 10:15:00,36900,240.0,96.0,336.0,1524.0,432.0,1956.0,612.0,36.0,648.0
2025-10-15 10:20:00,37200,156.0,0.0,156.0,1512.0,504.0,2016.0,420.0,48.0,468.0
2025-10-15 10:25:00,37500,168.0,48.0,216.0,1596.0,492.0,2088.0,600.0,132.0,732.0
2025-10-15 10:30:00,37800,156.0,48.0,204.0,1836.0,624.0,2460.0,432.0,120.0,552.0
2025-10-15 10:35:00,38100,204.0,48.0,252.0,1296.0,516.0,1812.0,312.0,72.0,384.0
2025-10-15 10:40:00,38400,276.0,60.0,336.0,1776.0,648.0,2424.0,324.0,84.0,408.0
2025-10-15 10:45:00,38700,276.0,24.0,300.0,1644.0,528.0,2172.0,468.0,120.0,588.0
2025-10-15 10:50:00,39000,300.0,48.0,348.0,1692.0,696.0,2388.0,420.0,84.0,504.0
2025-10-15 10:55:00,39300,204.0,72.0,276.0,1728.0,312.0,2040.0,528.0,108.0,636.0
2025-10-15 11:00:00,39600,264.0,36.0,300.0,1248.0,504.0,1752.0,504.0,60.0,564.0
2025-10-15 11:05:00,39900,276.0,24.0,300.0,1428.0,324.0,1752.0,444.0,96.0,540.0
2025-10-15 11:10:00,40200,168.0,36.0,204.0,1356.0,468.0,1824.0,468.0,60.0,528.0
2025-10-15 11:15:00,40500,156.0,36.0,192.0,1104.0,588.0,1692.0,468.0,132.0,600.0
2025-10-15 11:20:00,40800,240.0,36.0,276.0,1476.0,408.0,1884.0,384.0,108.0,492.0
2025-10-15 11:25:00,41100,216.0,84.0,300.0,1380.0,456.0,1836.0,276.0,36.0,312.0
