timestamp,time_sec,q_pkw_A_D,q_lkw_A_D,q_kfz_A_D,q_pkw_A_E,q_lkw_A_E,q_kfz_A_E,q_pkw_F_E,q_lkw_F_E,q_kfz_F_E
2025-09-26 00:00:00,0,60.0,0.0,60.0,216.0,48.0,264.0,60.0,36.0,96.0
2025-09-26 00:05:00,300,12.0,0.0,12.0,228.0,96.0,324.0,0.0,12.0,12.0
2025-09-26 00:10:00,600,24.0,0.0,24.0,204.0,24.0,228.0,36.0,0.0,36.0
2025-09-26 00:15:00,900,72.0,0.0,72.0,264.0,48.0,312.0,48.0,12.0,60.0
2025-09-26 00:20:00,1200,24.0,0.0,24.0,192.0,48.0,240.0,12.0,0.0,12.0
2025-09-26 00:25:00,1500,36.0,12.0,48.0,288.0,12.0,300.0,12.0,0.0,12.0
2025-09-26 00:30:00,1800,60.0,0.0,60.0,240.0,84.0,324.0,12.0,12.0,24.0
2025-09-26 00:35:00,2100,36.0,0.0,36.0,252.0,60.0,312.0,36.0,0.0,36.0
2025-09-26 00:40:00,2400,60.0,12.0,72.0,276.0,84.0,360.0,12.0,0.0,12.0
2025-09-26 00:45:00,2700,36.0,0.0,36.0,372.0,120.0,492.0,12.0,0.0,12.0
2025-09-26 00:50:00,3000,60.0,0.0,60.0,132.0,84.0,216.0,72.0,0.0,72.0
2025-09-26 00:55:00,3300,36.0,12.0,48.0,120.0,12.0,132.0,36.0,0.0,36.0
2025-09-26 01:00:00,3600,48.0,0.0,48.0,192.0,96.0,288.0,12.0,0.0,12.0
2025-09-26 01:05:00,3900,24.0,0.0,24.0,252.0,24.0,276.0,0.0,12.0,12.0
2025-09-26 01:10:00,4200,12.0,0.0,12.0,204.0,36.0,240.0,84.0,0.0,84.0
2025-09-26 01:15:00,4500,12.0,0.0,12.0,204.0,60.0,264.0,24.0,12.0,36.0
2025-09-26 01:20:00,4800,36.0,0.0,36.0,192.0,96.0,288.0,12.0,36.0,48.0
2025-09-26 01:25:00,5100,24.0,0.0,24.0,96.0,36.0,132.0,12.0,0.0,12.0
2025-09-26 01:30:00,5400,0.0,0.0,0.0,84.0,72.0,156.0,24.0,0.0,24.0
2025-09-26 01:35:00,5700,0.0,0.0,0.0,132.0,120.0,252.0,60.0,12.0,72.0
2025-09-26 01:40:00,6000,0.0,12.0,12.0,156.0,84.0,240.0,24.0,12.0,36.0
2025-09-26 01:45:00,6300,12.0,0.0,12.0,120.0,48.0,168.0,0.0,12.0,12.0
2025-09-26 01:50:00,6600,0.0,0.0,0.0,132.0,60.0,192.0,12.0,0.0,12.0
2025-09-26 01:55:00,6900,24.0,0.0,24.0,120.0,108.0,228.0,12.0,24.0,36.0
2025-09-26 02:00:00,7200,0.0,12.0,12.0,108.0,48.0,156.0,48.0,36.0,84.0
2025-09-26 02:05:00,7500,12.0,0.0,12.0,108.0,108.0,216.0,0.0,60.0,60.0
2025-09-26 02:10:00,7800,12.0,0.0,12.0,48.0,84.0,132.0,12.0,12.0,24.0
2025-09-26 02:15:00,8100,0.0,0.0,0.0,144.0,36.0,180.0,12.0,36.0,48.0
2025-09-26 02:20:00,8400,0.0,0.0,0.0,120.0,144.0,264.0,0.0,0.0,0.0
2025-09-26 02:25:00,8700,12.0,0.0,12.0,108.0,96.0,204.0,24.0,36.0,60.0
2025-09-26 02:30:00,9000,0.0,0.0,0.0,96.0,36.0,132.0,36.0,24.0,60.0
2025-09-26 02:35:00,9300,12.0,0.0,12.0,84.0,72.0,156.0,36.0,0.0,36.0
2025-09-26 02:40:00,9600,12.0,0.0,12.0,84.0,36.0,120.0,0.0,36.0,36.0
2025-09-26 02:45:00,9900,12.0,0.0,12.0,48.0,24.0,72.0,24.0,0.0,24.0
2025-09-26 02:50:00,10200,0.0,0.0,0.0,144.0,108.0,252.0,24.0,12.0,36.0
2025-09-26 02:55:00,10500,36.0,0.0,36.0,132.0,24.0,156.0,0.0,12.0,12.0
2025-09-26 03:00:00,10800,12.0,0.0,12.0,108.0,96.0,204.0,24.0,24.0,48.0
2025-09-26 03:05:00,11100,36.0,0.0,36.0,120.0,72.0,192.0,12.0,24.0,36.0
2025-09-26 03:10:00,11400,48.0,0.0,48.0,108.0,108.0,216.0,0.0,0.0,0.0
2025-09-26 03:15:00,11700,0.0,0.0,0.0,144.0,96.0,240.0,48.0,0.0,48.0
2025-09-26 03:20:00,12000,12.0,0.0,12.0,144.0,72.0,216.0,0.0,12.0,12.0
2025-09-26 03:25:00,12300,24.0,0.0,24.0,108.0,72.0,180.0,12.0,0.0,12.0
2025-09-26 03:30:00,12600,0.0,12.0,12.0,132.0,84.0,216.0,24.0,12.0,36.0
2025-09-26 03:35:00,12900,24.0,0.0,24.0,84.0,144.0,228.0,12.0,12.0,24.0
2025-09-26 03:40:00,13200,0.0,12.0,12.0,168.0,84.0,252.0,0.0,24.0,24.0
2025-09-26 03:45:00,13500,0.0,0.0,0.0,180.0,84.0,264.0,12.0,0.0,12.0
2025-09-26 03:50:00,13800,0.0,0.0,0.0,120.0,96.0,216.0,48.0,0.0,48.0
2025-09-26 03:55:00,14100,24.0,12.0,36.0,120.0,72.0,192.0,24.0,12.0,36.0
2025-09-26 04:00:00,14400,12.0,0.0,12.0,132.0,120.0,252.0,24.0,12.0,36.0
2025-09-26 04:05:00,14700,0.0,24.0,24.0,168.0,108.0,276.0,36.0,24.0,60.0
2025-09-26 04:10:00,15000,48.0,0.0,48.0,156.0,84.0,240.0,60.0,24.0,84.0
2025-09-26 04:15:00,15300,12.0,12.0,24.0,132.0,108.0,240.0,36.0,0.0,36.0
2025-09-26 04:20:00,15600,12.0,0.0,12.0,156.0,120.0,276.0,12.0,36.0,48.0
2025-09-26 04:25:00,15900,0.0,0.0,0.0,240.0,180.0,420.0,0.0,24.0,24.0
2025-09-26 04:30:00,16200,0.0,0.0,0.0,108.0,60.0,168.0,60.0,24.0,84.0
2025-09-26 04:35:00,16500,24.0,0.0,24.0,156.0,120.0,276.0,36.0,12.0,48.0
2025-09-26 04:40:00,16800,24.0,0.0,24.0,132.0,204.0,336.0,72.0,36.0,108.0
2025-09-26 04:45:00,17100,36.0,0.0,36.0,216.0,132.0,348.0,48.0,36.0,84.0
2025-09-26 04:50:00,17400,36.0,0.0,36.0,120.0,120.0,240.0,36.0,0.0,36.0
2025-09-26 04:55:00,17700,24.0,0.0,24.0,144.0,120.0,264.0,60.0,12.0,72.0
2025-09-26 05:00:00,18000,48.0,0.0,48.0,264.0,168.0,432.0,60.0,24.0,84.0
2025-09-26 05:05:00,18300,48.0,12.0,60.0,384.0,120.0,504.0,72.0,12.0,84.0
2025-09-26 05:10:00,18600,12.0,0.0,12.0,360.0,108.0,468.0,60.0,24.0,84.0
2025-09-26 05:15:00,18900,24.0,12.0,36.0,276.0,168.0,444.0,156.0,0.0,156.0
2025-09-26 05:20:00,19200,60.0,0.0,60.0,348.0,168.0,516.0,180.0,24.0,204.0
2025-09-26 05:25:00,19500,120.0,12.0,132.0,444.0,228.0,672.0,144.0,24.0,168.0
2025-09-26 05:30:00,19800,36.0,0.0,36.0,336.0,120.0,456.0,192.0,36.0,228.0
2025-09-26 05:35:00,20100,96.0,0.0,96.0,420.0,120.0,540.0,156.0,24.0,180.0
2025-09-26 05:40:00,20400,120.0,12.0,132.0,468.0,168.0,636.0,204.0,12.0,216.0
2025-09-26 05:45:00,20700,144.0,0.0,144.0,576.0,180.0,756.0,108.0,24.0,132.0
2025-09-26 05:50:00,21000,72.0,0.0,72.0,420.0,96.0,516.0,168.0,84.0,252.0
2025-09-26 05:55:00,21300,144.0,0.0,144.0,600.0,228.0,828.0,132.0,36.0,168.0
2025-09-26 06:00:00,21600,36.0,12.0,48.0,444.0,204.0,648.0,216.0,24.0,240.0
2025-09-26 06:05:00,21900,96.0,0.0,96.0,396.0,84.0,480.0,264.0,60.0,324.0
2025-09-26 06:10:00,22200,108.0,24.0,132.0,588.0,192.0,780.0,348.0,12.0,360.0
2025-09-26 06:15:00,22500,156.0,0.0,156.0,552.0,156.0,708.0,264.0,48.0,312.0
2025-09-26 06:20:00,22800,120.0,0.0,120.0,756.0,216.0,972.0,396.0,48.0,444.0
2025-09-26 06:25:00,23100,144.0,36.0,180.0,720.0,132.0,852.0,384.0,96.0,480.0
2025-09-26 06:30:00,23400,228.0,12.0,240.0,696.0,192.0,888.0,276.0,12.0,288.0
2025-09-26 06:35:00,23700,312.0,12.0,324.0,828.0,252.0,1080.0,420.0,72.0,492.0
2025-09-26 06:40:00,24000,408.0,12.0,420.0,1104.0,276.0,1380.0,492.0,48.0,540.0
2025-09-26 06:45:00,24300,348.0,0.0,348.0,960.0,216.0,1176.0,504.0,36.0,540.0
2025-09-26 06:50:00,24600,300.0,12.0,312.0,864.0,192.0,1056.0,408.0,48.0,456.0
2025-09-26 06:55:00,24900,324.0,0.0,324.0,900.0,168.0,1068.0,288.0,12.0,300.0
2025-09-26 07:00:00,25200,336.0,24.0,360.0,912.0,144.0,1056.0,492.0,24.0,516.0
2025-09-26 07:05:00,25500,216.0,12.0,228.0,1092.0,240.0,1332.0,576.0,24.0,600.0
2025-09-26 07:10:00,25800,312.0,12.0,324.0,1044.0,216.0,1260.0,408.0,60.0,468.0
2025-09-26 07:15:00,26100,384.0,12.0,396.0,1284.0,252.0,1536.0,444.0,24.0,468.0
2025-09-26 07:20:00,26400,336.0,72.0,408.0,1260.0,252.0,1512.0,576.0,60.0,636.0
2025-09-26 07:25:00,26700,396.0,0.0,396.0,1080.0,240.0,1320.0,576.0,36.0,612.0
2025-09-26 07:30:00,27000,504.0,60.0,564.0,1188.0,324.0,1512.0,564.0,72.0,636.0
2025-09-26 07:35:00,27300,396.0,36.0,432.0,1272.0,228.0,1500.0,432.0,60.0,492.0
2025-09-26 07:40:00,27600,468.0,36.0,504.0,1260.0,360.0,1620.0,612.0,108.0,720.0
2025-09-26 07:45:00,27900,552.0,72.0,624.0,1488.0,408.0,1896.0,420.0,108.0,528.0
2025-09-26 07:50:00,28200,456.0,48.0,504.0,1716.0,312.0,2028.0,624.0,108.0,732.0
2025-09-26 07:55:00,28500,420.0,60.0,480.0,1464.0,276.0,1740.0,636.0,120.0,756.0
2025-09-26 08:00:00,28800,360.0,24.0,384.0,1488.0,360.0,1848.0,480.0,108.0,588.0
2025-09-26 08:05:00,29100,288.0,60.0,348.0,1896.0,348.0,2244.0,588.0,84.0,672.0
2025-09-26 08:10:00,29400,384.0,36.0,420.0,1752.0,372.0,2124.0,480.0,96.0,576.0
2025-09-26 08:15:00,29700,288.0,60.0,348.0,1524.0,396.0,1920.0,552.0,120.0,672.0
2025-09-26 08:20:00,30000,372.0,12.0,384.0,1704.0,216.0,1920.0,336.0,36.0,372.0
2025-09-26 08:25:00,30300,348.0,12.0,360.0,1680.0,144.0,1824.0,552.0,84.0,636.0
2025-09-26 08:30:00,30600,288.0,84.0,372.0,1200.0,288.0,1488.0,432.0,48.0,480.0
2025-09-26 08:35:00,30900,216.0,48.0,264.0,1524.0,276.0,1800.0,348.0,60.0,408.0
2025-09-26 08:40:00,31200,288.0,36.0,324.0,1464.0,216.0,1680.0,384.0,108.0,492.0
2025-09-26 08:45:00,31500,252.0,36.0,288.0,1188.0,168.0,1356.0,324.0,12.0,336.0
