timestamp,time_sec,q_pkw_A_D,q_lkw_A_D,q_kfz_A_D,q_pkw_A_E,q_lkw_A_E,q_kfz_A_E,q_pkw_F_E,q_lkw_F_E,q_kfz_F_E
2025-09-23 00:00:00,0,0.0,12.0,12.0,216.0,72.0,288.0,48.0,24.0,72.0
2025-09-23 00:05:00,300,48.0,0.0,48.0,168.0,24.0,192.0,12.0,0.0,12.0
2025-09-23 00:10:00,600,84.0,0.0,84.0,108.0,96.0,204.0,12.0,0.0,12.0
2025-09-23 00:15:00,900,0.0,0.0,0.0,156.0,72.0,228.0,24.0,12.0,36.0
2025-09-23 00:20:00,1200,24.0,0.0,24.0,264.0,84.0,348.0,24.0,24.0,48.0
2025-09-23 00:25:00,1500,12.0,0.0,12.0,156.0,60.0,216.0,36.0,0.0,36.0
2025-09-23 00:30:00,1800,24.0,24.0,48.0,252.0,24.0,276.0,0.0,0.0,0.0
2025-09-23 00:35:00,2100,36.0,0.0,36.0,96.0,36.0,132.0,12.0,0.0,12.0
2025-09-23 00:40:00,2400,24.0,0.0,24.0,120.0,84.0,204.0,12.0,0.0,12.0
2025-09-23 00:45:00,2700,12.0,0.0,12.0,96.0,36.0,132.0,36.0,0.0,36.0
2025-09-23 00:50:00,3000,24.0,0.0,24.0,108.0,84.0,192.0,24.0,0.0,24.0
2025-09-23 00:55:00,3300,24.0,0.0,24.0,120.0,36.0,156.0,12.0,0.0,12.0
2025-09-23 01:00:00,3600,60.0,0.0,60.0,96.0,84.0,180.0,24.0,12.0,36.0
2025-09-23 01:05:00,3900,60.0,0.0,60.0,204.0,96.0,300.0,12.0,12.0,24.0
2025-09-23 01:10:00,4200,12.0,0.0,12.0,36.0,60.0,96.0,0.0,12.0,12.0
2025-09-23 01:15:00,4500,12.0,0.0,12.0,132.0,36.0,168.0,12.0,0.0,12.0
2025-09-23 01:20:00,4800,12.0,0.0,12.0,120.0,12.0,132.0,24.0,12.0,36.0
2025-09-23 01:25:00,5100,12.0,0.0,12.0,36.0,48.0,84.0,60.0,0.0,60.0
2025-09-23 01:30:00,5400,12.0,0.0,12.0,72.0,36.0,108.0,24.0,0.0,24.0
2025-09-23 01:35:00,5700,60.0,0.0,60.0,36.0,96.0,132.0,12.0,0.0,12.0
2025-09-23 01:40:00,6000,12.0,0.0,12.0,48.0,48.0,96.0,0.0,12.0,12.0
2025-09-23 01:45:00,6300,0.0,0.0,0.0,60.0,72.0,132.0,36.0,36.0,72.0
2025-09-23 01:50:00,6600,0.0,0.0,0.0,144.0,72.0,216.0,12.0,0.0,12.0
2025-09-23 01:55:00,6900,12.0,0.0,12.0,60.0,60.0,120.0,0.0,0.0,0.0
2025-09-23 02:00:00,7200,12.0,0.0,12.0,156.0,48.0,204.0,12.0,0.0,12.0
2025-09-23 02:05:00,7500,0.0,0.0,0.0,60.0,36.0,96.0,24.0,0.0,24.0
2025-09-23 02:10:00,7800,12.0,0.0,12.0,84.0,60.0,144.0,24.0,0.0,24.0
2025-09-23 02:15:00,8100,0.0,0.0,0.0,96.0,48.0,144.0,24.0,0.0,24.0
2025-09-23 02:20:00,8400,0.0,0.0,0.0,36.0,60.0,96.0,0.0,0.0,0.0
2025-09-23 02:25:00,8700,0.0,0.0,0.0,72.0,60.0,132.0,0.0,12.0,12.0
2025-09-23 02:30:00,9000,0.0,0.0,0.0,84.0,36.0,120.0,0.0,12.0,12.0
2025-09-23 02:35:00,9300,0.0,0.0,0.0,108.0,72.0,180.0,0.0,36.0,36.0
2025-09-23 02:40:00,9600,12.0,0.0,12.0,48.0,36.0,84.0,0.0,0.0,0.0
2025-09-23 02:45:00,9900,0.0,0.0,0.0,24.0,24.0,48.0,12.0,12.0,24.0
2025-09-23 02:50:00,10200,12.0,0.0,12.0,24.0,24.0,48.0,36.0,0.0,36.0
2025-09-23 02:55:00,10500,12.0,0.0,12.0,84.0,24.0,108.0,0.0,0.0,0.0
2025-09-23 03:00:00,10800,0.0,0.0,0.0,84.0,60.0,144.0,12.0,12.0,24.0
2025-09-23 03:05:00,11100,0.0,0.0,0.0,84.0,48.0,132.0,12.0,24.0,36.0
2025-09-23 03:10:00,11400,0.0,0.0,0.0,84.0,72.0,156.0,48.0,0.0,48.0
2025-09-23 03:15:00,11700,0.0,0.0,0.0,60.0,24.0,84.0,0.0,12.0,12.0
2025-09-23 03:20:00,12000,24.0,0.0,24.0,96.0,60.0,156.0,24.0,12.0,36.0
2025-09-23 03:25:00,12300,0.0,0.0,0.0,144.0,48.0,192.0,12.0,0.0,12.0
2025-09-23 03:30:00,12600,12.0,0.0,12.0,96.0,36.0,132.0,48.0,0.0,48.0
2025-09-23 03:35:00,12900,12.0,0.0,12.0,144.0,96.0,240.0,0.0,12.0,12.0
2025-09-23 03:40:00,13200,24.0,0.0,24.0,60.0,72.0,132.0,12.0,12.0,24.0
2025-09-23 03:45:00,13500,0.0,0.0,0.0,72.0,48.0,120.0,24.0,0.0,24.0
2025-09-23 03:50:00,13800,24.0,0.0,24.0,48.0,96.0,144.0,12.0,0.0,12.0
2025-09-23 03:55:00,14100,36.0,12.0,48.0,132.0,72.0,204.0,48.0,0.0,48.0
2025-09-23 04:00:00,14400,0.0,0.0,0.0,60.0,108.0,168.0,36.0,12.0,48.0
2025-09-23 04:05:00,14700,12.0,0.0,12.0,96.0,96.0,192.0,48.0,12.0,60.0
2025-09-23 04:10:00,15000,12.0,0.0,12.0,108.0,60.0,168.0,36.0,12.0,48.0
2025-09-23 04:15:00,15300,12.0,12.0,24.0,120.0,96.0,216.0,60.0,12.0,72.0
2025-09-23 04:20:00,15600,0.0,0.0,0.0,168.0,84.0,252.0,48.0,12.0,60.0
2025-09-23 04:25:00,15900,12.0,0.0,12.0,228.0,108.0,336.0,36.0,24.0,60.0
2025-09-23 04:30:00,16200,24.0,0.0,24.0,120.0,96.0,216.0,0.0,0.0,0.0
2025-09-23 04:35:00,16500,24.0,0.0,24.0,108.0,96.0,204.0,72.0,36.0,108.0
2025-09-23 04:40:00,16800,24.0,0.0,24.0,204.0,108.0,312.0,24.0,12.0,36.0
2025-09-23 04:45:00,17100,120.0,12.0,132.0,132.0,120.0,252.0,72.0,36.0,108.0
2025-09-23 04:50:00,17400,60.0,0.0,60.0,312.0,72.0,384.0,36.0,12.0,48.0
2025-09-23 04:55:00,17700,24.0,0.0,24.0,168.0,72.0,240.0,84.0,12.0,96.0
2025-09-23 05:00:00,18000,48.0,0.0,48.0,156.0,180.0,336.0,48.0,36.0,84.0
2025-09-23 05:05:00,18300,48.0,0.0,48.0,264.0,84.0,348.0,156.0,0.0,156.0
2025-09-23 05:10:00,18600,48.0,12.0,60.0,276.0,156.0,432.0,108.0,24.0,132.0
2025-09-23 05:15:00,18900,12.0,12.0,24.0,312.0,72.0,384.0,156.0,24.0,180.0
2025-09-23 05:20:00,19200,84.0,12.0,96.0,312.0,168.0,480.0,192.0,24.0,216.0
2025-09-23 05:25:00,19500,36.0,0.0,36.0,324.0,144.0,468.0,168.0,36.0,204.0
2025-09-23 05:30:00,19800,108.0,12.0,120.0,384.0,108.0,492.0,144.0,24.0,168.0
2025-09-23 05:35:00,20100,60.0,0.0,60.0,480.0,204.0,684.0,216.0,12.0,228.0
2025-09-23 05:40:00,20400,108.0,12.0,120.0,564.0,168.0,732.0,168.0,48.0,216.0
2025-09-23 05:45:00,20700,168.0,0.0,168.0,492.0,72.0,564.0,144.0,36.0,180.0
2025-09-23 05:50:00,21000,192.0,0.0,192.0,504.0,108.0,612.0,60.0,0.0,60.0
2025-09-23 05:55:00,21300,156.0,0.0,156.0,480.0,168.0,648.0,204.0,48.0,252.0
2025-09-23 06:00:00,21600,120.0,12.0,132.0,408.0,96.0,504.0,192.0,12.0,204.0
2025-09-23 06:05:00,21900,108.0,24.0,132.0,408.0,300.0,708.0,240.0,24.0,264.0
2025-09-23 06:10:00,22200,120.0,0.0,120.0,744.0,144.0,888.0,432.0,36.0,468.0
2025-09-23 06:15:00,22500,264.0,24.0,288.0,444.0,240.0,684.0,432.0,36.0,468.0
2025-09-23 06:20:00,22800,168.0,24.0,192.0,660.0,156.0,816.0,372.0,36.0,408.0
2025-09-23 06:25:00,23100,132.0,12.0,144.0,840.0,144.0,984.0,432.0,24.0,456.0
2025-09-23 06:30:00,23400,228.0,0.0,228.0,804.0,276.0,1080.0,408.0,36.0,444.0
2025-09-23 06:35:00,23700,336.0,12.0,348.0,828.0,324.0,1152.0,348.0,24.0,372.0
2025-09-23 06:40:00,24000,408.0,0.0,408.0,948.0,216.0,1164.0,540.0,36.0,576.0
2025-09-23 06:45:00,24300,336.0,24.0,360.0,756.0,204.0,960.0,492.0,36.0,528.0
2025-09-23 06:50:00,24600,360.0,12.0,372.0,1164.0,120.0,1284.0,480.0,48.0,528.0
2025-09-23 06:55:00,24900,300.0,12.0,312.0,1140.0,228.0,1368.0,564.0,24.0,588.0
2025-09-23 07:00:00,25200,336.0,0.0,336.0,1200.0,324.0,1524.0,564.0,36.0,600.0
2025-09-23 07:05:00,25500,432.0,24.0,456.0,1320.0,192.0,1512.0,552.0,48.0,600.0
2025-09-23 07:10:00,25800,348.0,12.0,360.0,1248.0,180.0,1428.0,420.0,24.0,444.0
2025-09-23 07:15:00,26100,516.0,24.0,540.0,1332.0,168.0,1500.0,372.0,60.0,432.0
2025-09-23 07:20:00,26400,384.0,36.0,420.0,1116.0,240.0,1356.0,672.0,36.0,708.0
2025-09-23 07:25:00,26700,444.0,36.0,480.0,1320.0,312.0,1632.0,576.0,12.0,588.0
2025-09-23 07:30:00,27000,588.0,12.0,600.0,1116.0,156.0,1272.0,516.0,12.0,528.0
2025-09-23 07:35:00,27300,408.0,24.0,432.0,1284.0,252.0,1536.0,612.0,48.0,660.0
2025-09-23 07:40:00,27600,708.0,36.0,744.0,1428.0,252.0,1680.0,624.0,60.0,684.0
2025-09-23 07:45:00,27900,156.0,0.0,156.0,456.0,132.0,588.0,732.0,108.0,840.0
2025-09-23 07:50:00,28200,588.0,24.0,612.0,1272.0,276.0,1548.0,492.0,96.0,588.0
2025-09-23 07:55:00,28500,708.0,72.0,780.0,1764.0,336.0,2100.0,312.0,84.0,396.0
2025-09-23 08:00:00,28800,600.0,96.0,696.0,1980.0,288.0,2268.0,408.0,36.0,444.0
2025-09-23 08:05:00,29100,564.0,60.0,624.0,1728.0,360.0,2088.0,492.0,96.0,588.0
2025-09-23 08:10:00,29400,432.0,108.0,540.0,1584.0,468.0,2052.0,444.0,84.0,528.0
2025-09-23 08:15:00,29700,456.0,24.0,480.0,1932.0,300.0,2232.0,552.0,60.0,612.0
2025-09-23 08:20:00,30000,492.0,60.0,552.0,1500.0,348.0,1848.0,744.0,84.0,828.0
2025-09-23 08:25:00,30300,300.0,60.0,360.0,1452.0,264.0,1716.0,672.0,60.0,732.0
2025-09-23 08:30:00,30600,324.0,120.0,444.0,1332.0,216.0,1548.0,564.0,96.0,660.0
2025-09-23 08:35:00,30900,432.0,36.0,468.0,1644.0,192.0,1836.0,456.0,84.0,540.0
2025-09-23 08:40:00,31200,372.0,36.0,408.0,1032.0,204.0,1236.0,420.0,84.0,504.0
2025-09-23 08:45:00,31500,384.0,72.0,456.0,1296.0,360.0,1656.0,456.0,132.0,588.0
2025-09-23 08:50:00,31800,240.0,24.0,264.0,1320.0,408.0,1728.0,456.0,84.0,540.0
2025-09-23 08:55:00,32100,204.0,84.0,288.0,1380.0,468.0,1848.0,456.0,108.0,564.0
2025-09-23 09:00:00,32400,348.0,48.0,396.0,1452.0,396.0,1848.0,456.0,48.0,504.0
2025-09-23 09:05:00,32700,156.0,12.0,168.0,1440.0,432.0,1872.0,372.0,84.0,456.0
2025-09-23 09:10:00,33000,240.0,24.0,264.0,1104.0,336.0,1440.0,540.0,60.0,600.0
2025-09-23 09:15:00,33300,132.0,60.0,192.0,1320.0,408.0,1728.0,408.0,72.0,480.0
2025-09-23 09:20:00,33600,192.0,24.0,216.0,1560.0,396.0,1956.0,372.0,84.0,456.0
2025-09-23 09:25:00,33900,192.0,24.0,216.0,1560.0,360.0,1920.0,348.0,36.0,384.0
2025-09-23 09:30:00,34200,240.0,24.0,264.0,1464.0,360.0,1824.0,324.0,48.0,372.0
2025-09-23 09:35:00,34500,168.0,24.0,192.0,1308.0,276.0,1584.0,408.0,72.0,480.0
2025-09-23 09:40:00,34800,204.0,72.0,276.0,1332.0,348.0,1680.0,492.0,72.0,564.0
2025-09-23 09:45:00,35100,288.0,72.0,360.0,1668.0,324.0,1992.0,312.0,96.0,408.0
2025-09-23 09:50:00,35400,168.0,36.0,204.0,1512.0,312.0,1824.0,348.0,48.0,396.0
2025-09-23 09:55:00,35700,192.0,24.0,216.0,1440.0,348.0,1788.0,240.0,60.0,300.0
2025-09-23 10:00:00,36000,264.0,48.0,312.0,1368.0,432.0,1800.0,408.0,120.0,528.0
2025-09-23 10:05:00,36300,204.0,60.0,264.0,1200.0,336.0,1536.0,324.0,48.0,372.0
2025-09-23 10:10:00,36600,132.0,60.0,192.0,1512.0,372.0,1884.0,444.0,72.0,516.0
2025-09-23 10:15:00,36900,180.0,12.0,192.0,1464.0,528.0,1992.0,420.0,72.0,492.0
2025-09-23 10:20:00,37200,252.0,12.0,264.0,1668.0,540.0,2208.0,396.0,24.0,420.0
2025-09-23 10:25:00,37500,180.0,84.0,264.0,1536.0,444.0,1980.0,360.0,72.0,432.0
2025-09-23 10:30:00,37800,288.0,60.0,348.0,1344.0,480.0,1824.0,312.0,60.0,372.0
2025-09-23 10:35:00,38100,156.0,72.0,228.0,1260.0,372.0,1632.0,420.0,48.0,468.0
2025-09-23 10:40:00,38400,180.0,12.0,192.0,1464.0,324.0,1788.0,468.0,84.0,552.0
2025-09-23 10:45:00,38700,252.0,12.0,264.0,1464.0,432.0,1896.0,312.0,36.0,348.0
2025-09-23 10:50:00,39000,276.0,48.0,324.0,1452.0,360.0,1812.0,540.0,132.0,672.0
2025-09-23 10:55:00,39300,240.0,24.0,264.0,1392.0,336.0,1728.0,360.0,108.0,468.0
2025-09-23 11:00:00,39600,168.0,72.0,240.0,1368.0,468.0,1836.0,408.0,60.0,468.0
2025-09-23 11:05:00,39900,216.0,24.0,240.0,1080.0,456.0,1536.0,252.0,48.0,300.0
2025-09-23 11:10:00,40200,168.0,24.0,192.0,1452.0,468.0,1920.0,348.0,108.0,456.0
2025-09-23 11:15:00,40500,300.0,36.0,336.0,1284.0,408.0,1692.0,276.0,24.0,300.0
2025-09-23 11:20:00,40800,288.0,24.0,312.0,1704.0,420.0,2124.0,300.0,72.0,372.0
2025-09-23 11:25:00,41100,168.0,0.0,168.0,1344.0,396.0,1740.0,384.0,72.0,456.0
2025-09-23 11:30:00,41400,120.0,36.0,156.0,1356.0,468.0,1824.0,360.0,36.0,396.0
2025-09-23 11:35:00,41700,264.0,48.0,312.0,1596.0,432.0,2028.0,348.0,24.0,372.0
2025-09-23 11:40:00,42000,192.0,0.0,192.0,1344.0,492.0,1836.0,492.0,60.0,552.0
2025-09-23 11:45:00,42300,264.0,84.0,348.0,1368.0,588.0,1956.0,444.0,60.0,504.0
2025-09-23 11:50:00,42600,216.0,36.0,252.0,1428.0,408.0,1836.0,600.0,72.0,672.0
2025-09-23 11:55:00,42900,168.0,36.0,204.0,1044.0,432.0,1476.0,384.0,96.0,480.0
2025-09-23 12:00:00,43200,228.0,60.0,288.0,1368.0,372.0,1740.0,432.0,96.0,528.0
2025-09-23 12:05:00,43500,252.0,0.0,252.0,1524.0,408.0,1932.0,516.0,24.0,540.0
2025-09-23 12:10:00,43800,252.0,12.0,264.0,1356.0,588.0,1944.0,756.0,48.0,804.0
2025-09-23 12:15:00,44100,336.0,24.0,360.0,1332.0,480.0,1812.0,624.0,96.0,720.0
2025-09-23 12:20:00,44400,312.0,84.0,396.0,1320.0,576.0,1896.0,504.0,72.0,576.0
2025-09-23 12:25:00,44700,216.0,12.0,228.0,1428.0,348.0,1776.0,420.0,60.0,480.0
2025-09-23 12:30:00,45000,228.0,60.0,288.0,1092.0,456.0,1548.0,660.0,60.0,720.0
2025-09-23 12:35:00,45300,216.0,48.0,264.0,1596.0,384.0,1980.0,336.0,60.0,396.0
2025-09-23 12:40:00,45600,216.0,36.0,252.0,1512.0,516.0,2028.0,528.0,120.0,648.0
2025-09-23 12:45:00,45900,288.0,0.0,288.0,1500.0,480.0,1980.0,444.0,72.0,516.0
2025-09-23 12:50:00,46200,216.0,24.0,240.0,1572.0,264.0,1836.0,384.0,24.0,408.0
2025-09-23 12:55:00,46500,240.0,24.0,264.0,1524.0,468.0,1992.0,432.0,144.0,576.0
2025-09-23 13:00:00,46800,228.0,24.0,252.0,1416.0,408.0,1824.0,528.0,36.0,564.0
2025-09-23 13:05:00,47100,276.0,24.0,300.0,1320.0,456.0,1776.0,456.0,24.0,480.0
2025-09-23 13:10:00,47400,360.0,48.0,408.0,1332.0,420.0,1752.0,792.0,144.0,936.0
2025-09-23 13:15:00,47700,276.0,48.0,324.0,1548.0,444.0,1992.0,660.0,144.0,804.0
2025-09-23 13:20:00,48000,300.0,72.0,372.0,1380.0,444.0,1824.0,624.0,48.0,672.0
2025-09-23 13:25:00,48300,276.0,36.0,312.0,1272.0,432.0,1704.0,576.0,60.0,636.0
2025-09-23 13:30:00,48600,360.0,0.0,360.0,1512.0,480.0,1992.0,552.0,72.0,624.0
2025-09-23 13:35:00,48900,360.0,36.0,396.0,1524.0,528.0,2052.0,540.0,60.0,600.0
2025-09-23 13:40:00,49200,324.0,24.0,348.0,1320.0,324.0,1644.0,432.0,120.0,552.0
2025-09-23 13:45:00,49500,408.0,72.0,480.0,1572.0,528.0,2100.0,384.0,12.0,396.0
2025-09-23 13:50:00,49800,180.0,48.0,228.0,1404.0,372.0,1776.0,372.0,60.0,432.0
2025-09-23 13:55:00,50100,288.0,48.0,336.0,1536.0,540.0,2076.0,444.0,108.0,552.0
2025-09-23 14:00:00,50400,288.0,24.0,312.0,1728.0,348.0,2076.0,480.0,48.0,528.0
2025-09-23 14:05:00,50700,348.0,24.0,372.0,1404.0,372.0,1776.0,588.0,48.0,636.0
2025-09-23 14:10:00,51000,204.0,48.0,252.0,1572.0,408.0,1980.0,564.0,48.0,612.0
2025-09-23 14:15:00,51300,372.0,84.0,456.0,1272.0,276.0,1548.0,780.0,48.0,828.0
2025-09-23 14:20:00,51600,312.0,72.0,384.0,1392.0,444.0,1836.0,672.0,36.0,708.0
2025-09-23 14:25:00,51900,480.0,36.0,516.0,1572.0,504.0,2076.0,720.0,60.0,780.0
2025-09-23 14:30:00,52200,372.0,84.0,456.0,1536.0,348.0,1884.0,648.0,60.0,708.0
2025-09-23 14:35:00,52500,216.0,24.0,240.0,1368.0,420.0,1788.0,564.0,72.0,636.0
2025-09-23 14:40:00,52800,348.0,36.0,384.0,1668.0,432.0,2100.0,648.0,36.0,684.0
2025-09-23 14:45:00,53100,432.0,36.0,468.0,1656.0,432.0,2088.0,432.0,96.0,528.0
2025-09-23 14:50:00,53400,288.0,24.0,312.0,1392.0,420.0,1812.0,708.0,84.0,792.0
2025-09-23 14:55:00,53700,468.0,60.0,528.0,1800.0,564.0,2364.0,600.0,72.0,672.0
2025-09-23 15:00:00,54000,312.0,36.0,348.0,1248.0,444.0,1692.0,468.0,60.0,528.0
2025-09-23 15:05:00,54300,420.0,24.0,444.0,1788.0,408.0,2196.0,744.0,72.0,816.0
2025-09-23 15:10:00,54600,216.0,12.0,228.0,1620.0,408.0,2028.0,1008.0,48.0,1056.0
2025-09-23 15:15:00,54900,252.0,108.0,360.0,1740.0,384.0,2124.0,720.0,60.0,780.0
2025-09-23 15:20:00,55200,408.0,36.0,444.0,1884.0,444.0,2328.0,660.0,72.0,732.0
2025-09-23 15:25:00,55500,348.0,24.0,372.0,1836.0,516.0,2352.0,912.0,96.0,1008.0
2025-09-23 15:30:00,55800,396.0,48.0,444.0,1788.0,516.0,2304.0,708.0,48.0,756.0
2025-09-23 15:35:00,56100,300.0,48.0,348.0,1728.0,360.0,2088.0,720.0,72.0,792.0
2025-09-23 15:40:00,56400,492.0,36.0,528.0,1656.0,492.0,2148.0,840.0,60.0,900.0
2025-09-23 15:45:00,56700,384.0,36.0,420.0,1932.0,492.0,2424.0,1044.0,24.0,1068.0
2025-09-23 15:50:00,57000,420.0,36.0,456.0,2220.0,396.0,2616.0,768.0,24.0,792.0
2025-09-23 15:55:00,57300,336.0,12.0,348.0,2028.0,540.0,2568.0,912.0,96.0,1008.0
2025-09-23 16:00:00,57600,468.0,36.0,504.0,1668.0,492.0,2160.0,768.0,60.0,828.0
2025-09-23 16:05:00,57900,504.0,12.0,516.0,1968.0,420.0,2388.0,852.0,36.0,888.0
2025-09-23 16:10:00,58200,540.0,12.0,552.0,1596.0,240.0,1836.0,804.0,60.0,864.0
2025-09-23 16:15:00,58500,432.0,24.0,456.0,1512.0,360.0,1872.0,948.0,60.0,1008.0
2025-09-23 16:20:00,58800,408.0,36.0,444.0,1512.0,348.0,1860.0,792.0,36.0,828.0
2025-09-23 16:25:00,59100,468.0,48.0,516.0,1536.0,264.0,1800.0,1056.0,24.0,1080.0
2025-09-23 16:30:00,59400,456.0,36.0,492.0,1788.0,408.0,2196.0,648.0,60.0,708.0
2025-09-23 16:35:00,59700,528.0,60.0,588.0,1956.0,312.0,2268.0,732.0,24.0,756.0
2025-09-23 16:40:00,60000,492.0,12.0,504.0,1632.0,396.0,2028.0,912.0,48.0,960.0
2025-09-23 16:45:00,60300,288.0,0.0,288.0,1752.0,348.0,2100.0,996.0,48.0,1044.0
2025-09-23 16:50:00,60600,408.0,12.0,420.0,1524.0,420.0,1944.0,1080.0,12.0,1092.0
2025-09-23 16:55:00,60900,420.0,12.0,432.0,1692.0,432.0,2124.0,984.0,48.0,1032.0
2025-09-23 17:00:00,61200,384.0,24.0,408.0,1980.0,348.0,2328.0,888.0,36.0,924.0
